,clean_tweets,prediction,language,confidence
1151,JavHop siaunq imaginate q en la opcion q mejor t sabes aparece el tema q no estudiasteahi t joderia jaja pero el novecentismo no caera,"('es', 0.9543092250823975)",es,0.9543092250823975
1156,marinalopez JOSECAARLOSCM  llevarme los dineros mañna xfaaa q esq me hacen falta yaaaa,"('es', 0.8117456436157227)",es,0.8117456436157227
1166,Si me quiere me buscara Y los dos pensaron lo mismo,"('es', 0.9547836780548096)",es,0.9547836780548096
1179,Nanit a Asdssdsfhgdfhgs para que se entere de que me voy a mimir y no hable sola,"('es', 0.9601562023162842)",es,0.9601562023162842
1188,MuerdoTuSonrisa JUEVES,"('es', 0.9795096516609192)",es,0.9795096516609192
1194,aleobaid en esa punta del cerro tb esta muy helado,"('es', 0.9708641171455383)",es,0.9708641171455383
1210,KarkatDesu ¿Qué tal,"('es', 0.9979643821716309)",es,0.9979643821716309
1227,thaisalvarez JA Se les va la fuerza por la boca,"('es', 0.9609988331794739)",es,0.9609988331794739
1248,FYMNutricion El aumento de peso así como el descenso debe ser gradual por lo que es necesario ser realistas y tener paciencia,"('es', 0.9522256851196289)",es,0.9522256851196289
1275,Pequeños detalles gt,"('es', 0.6937018632888794)",es,0.6937018632888794
1289,no entiendo como las niñas de secundaria pueden ser mas putas que muchas de mi edad y generacion,"('es', 0.9883597493171692)",es,0.9883597493171692
1312,Tu psicología me hace el culpable pero la culpa la tenemos los dos,"('es', 0.9885361194610596)",es,0.9885361194610596
1368,Y bueno ni siquiera se lo dije sólo le mandé un precioso gif era muy genial que decía gay c,"('es', 0.8824408054351807)",es,0.8824408054351807
1376,Felicidad veraniega httptcoRrmaYOhxk,"('es', 0.5080795288085938)",es,0.5080795288085938
1384,LaurAladroCueto dudo haberme equivocado en algo de lo que he dicho,"('es', 0.8165406584739685)",es,0.8165406584739685
1385,“Vistoenyahoo ¿Existen las sirenas httptcohwOyJtV” ElenaGallego yo creo que si eh jajaja,"('es', 0.876886248588562)",es,0.876886248588562
1421,alexneox la hamburguesa que aquí el borracho eres tu,"('es', 0.96668541431427)",es,0.96668541431427
1430,Tribal ahora,"('es', 0.9642444252967834)",es,0.9642444252967834
1475,lolotempestad willylevy  eso pa mis dos marineros favoritosmuchos besos y gracias por hacerme feliz a mi  httptcolZJexKx,"('es', 0.878513514995575)",es,0.878513514995575
1507,Me voy a acostar y me voy a levantar el domingo de ramos si no llueve,"('es', 0.9691655039787292)",es,0.9691655039787292
1522,Pensé que me quería YPuesNo,"('es', 0.9169570207595825)",es,0.9169570207595825
1567,RachelBV que de bons souvenirs not ahahahaha,"('es', 0.5524155497550964)",es,0.5524155497550964
1571,pepefe QUE MALOOOOOOOOOO sólo subías fotos y nosotras ahí con nuestros cartelones los viste,"('es', 0.9727963805198669)",es,0.9727963805198669
1583,La alumna wn me supera que sea tan lenta TT,"('es', 0.5146125555038452)",es,0.5146125555038452
1618,MSC… MSC… Donde este Alicia en El País de las Maravillas… La de Disney Pa Haches y tíos buenos ya tenemos Sombrereros locos ,"('es', 0.9048318862915039)",es,0.9048318862915039
1627,Hoy estoy borde lo digo para los que luego se enfadan conmigo porque no les aviso,"('es', 0.9956142902374268)",es,0.9956142902374268
1699,pedrojramirez elmundoes Y Rubalcaba quien es Jimmy Cárter Apaga y vámonos,"('es', 0.7204135060310364)",es,0.7204135060310364
1720,Olvido No le falté al respeto No me toques los cojones jajaja me mofo chica,"('es', 0.7561206817626953)",es,0.7561206817626953
1738,Al natural  Que es mejor ,"('es', 0.9622891545295715)",es,0.9622891545295715
1760,No vuelvo a salir con vestido ,"('es', 0.9837348461151123)",es,0.9837348461151123
1768,Con la familia  casas alemán httptcoqcmtsDIb,"('es', 0.811701238155365)",es,0.811701238155365
1802,Santihumor Serts es otro paisano y amigo emigrado a Madrid además seguidor tuyo en LaChocitaDelLoro y con EvaMChefof formamos buen,"('es', 0.9641302824020386)",es,0.9641302824020386
1803,¿Horrible Horrible es que aún no tengamos las fotos promocionales de la Season ESO ES HORRIBLE,"('es', 0.9527226090431213)",es,0.9527226090431213
1814,Me molesta no encontrarte ni por casualidad,"('es', 0.9613115191459656)",es,0.9613115191459656
1851,Es lo mejor que tengo  Centro Comercial Ponte Vella httptcoSMkMFcAvh,"('es', 0.9649906158447266)",es,0.9649906158447266
1879,Me quedo con las actuaciones de Lady Gaga Justin Timberlake y Bruno Mars Los otros bastante decepcionantes VMAs,"('es', 0.9582916498184204)",es,0.9582916498184204
1896,Música muy alta ,"('es', 0.9997280240058899)",es,0.9997280240058899
1903,Voy a intentarlo jiji,"('es', 0.7461183667182922)",es,0.7461183667182922
1943,¿A las cuentas ovejas comienzo a soñar contigo,"('es', 0.995956301689148)",es,0.995956301689148
1951,Ma classe el es trp naze wsh ptn,"('es', 0.6779753565788269)",es,0.6779753565788269
1983,Ay mamachita q wenisisimas cosas hay en esta fiesta como diria el maestro garces ARROZZZ,"('es', 0.9672260880470276)",es,0.9672260880470276
1996,ARIES te gusta ganar y mucho Tener la última palabra y dejar al otro con la boca cerrada No puedes evitarlo Eres así ¿o no,"('es', 0.9989357590675354)",es,0.9989357590675354
2005,Por si no te acuerdas quién es Carlos Salinas de Gortari httptcoKDdUIZa,"('es', 0.859186589717865)",es,0.859186589717865
2045,Me pasa lo mismo que a Cleant Eastwood con los morenos,"('es', 0.9790195226669312)",es,0.9790195226669312
2074,A alguien le hace falta su novio para que la abrace mucho ,"('es', 0.9911080598831177)",es,0.9911080598831177
2086,Llego el día gohardorgohome    supersaturday lesmills lmnsuper aefa aefalesmills soydelatribu… httptcoInIddgj,"('es', 0.5450703501701355)",es,0.5450703501701355
2091,Que ganas de que empiece el set JP Candela en Oviedo Ayuntamiento a reventar JPCandela,"('es', 0.6457416415214539)",es,0.6457416415214539
2116,A seguir donando para Sinaloa que aún hay mucha necesidad y es el estado que menos ayuda esta recibiendo todossomossinaloa Sinaloa,"('es', 0.9083954691886902)",es,0.9083954691886902
2206,Podrán cortar todas las flores pero no podrán detener la primavera,"('es', 0.9475141167640686)",es,0.9475141167640686
2211,El truco está en escuchar a tu corazón,"('es', 0.9215579032897949)",es,0.9215579032897949
2227,oscarmarandu ya se le encontro al policia muerto en parque guayaki,"('es', 0.8305441737174988)",es,0.8305441737174988
2228,Joder sere la unica que no a visto las noticias ,"('es', 0.9262256622314453)",es,0.9262256622314453
2229,Lo quieero todo contigo httptcoMcjqatccge,"('es', 0.5890215635299683)",es,0.5890215635299683
2269,Amarte como te amo es complicado,"('es', 0.8362065553665161)",es,0.8362065553665161
2291,LiveYourLifeSV Ya pero la e pedido perdon y sigue pika,"('es', 0.9877354502677917)",es,0.9877354502677917
2293,Jajajaja decia matu loco compramos por  pesos de pan jajajajaja eso es pajero,"('es', 0.7705360054969788)",es,0.7705360054969788
2308,dudeimjake tfti,"('es', 0.684748649597168)",es,0.684748649597168
2319,CharlieChains pero es buena señal q muestre sus dientes ,"('es', 0.9922628402709961)",es,0.9922628402709961
2322,Pensaba ir al EstadioAzteca para apoyar a miseleccionmx vs Nueva Zelanda pero como serán una bola de puñales vestidos d verde mejor NOO,"('es', 0.9673718810081482)",es,0.9673718810081482
2350,anaRansanz porque no defendiste a carlos ceciponk te estaba lastimando carlos trato de quitartela y ella lo insulto IslaReality fraude,"('es', 0.8283961415290833)",es,0.8283961415290833
2358,acolatronixsex yo doy rico también ,"('es', 0.9987545013427734)",es,0.9987545013427734
2376,Feliz cumpleq la pases bienlo mejor del mundo para vos DuarteClarita,"('es', 0.9641482830047607)",es,0.9641482830047607
2384,Albocrack balas y narcotrafico a lo GTA  nahnose,"('es', 0.5447805523872375)",es,0.5447805523872375
2434,Debemos ganar MeetJustinConCocaColaFM ClauditAtirado  CocaColaCL ,"('es', 0.677003026008606)",es,0.677003026008606
2435,Ya tengo mi carro pero no he sacado la liscencia ,"('es', 0.9352623224258423)",es,0.9352623224258423
2475,Estoy aburridaaaaa ,"('es', 0.712104320526123)",es,0.712104320526123
2506,oscarbravolara ¡Holaaa Gusto saludarle ¿cómo va todo La esperanza es lo último que muere jejejnDLB,"('es', 0.9569992423057556)",es,0.9569992423057556
2521,Feliz cumple maureeee Pasala barbaro Suerte con lucre MaureMonti,"('es', 0.8133676648139954)",es,0.8133676648139954
2524,Que tovatavy  cuando vas a aprender Ada ,"('es', 0.8940818905830383)",es,0.8940818905830383
2611,A terminar trabajos para salvar el ramo   casa jona httptcoRNzGEBOe,"('es', 0.9201174974441528)",es,0.9201174974441528
2626,eduardojaime mañana ya tocaa otra gota borrachuzoo,"('es', 0.8789637088775635)",es,0.8789637088775635
2658,Puues eso  que aun no he empezado con sociales,"('es', 0.8229598999023438)",es,0.8229598999023438
2661,Da tienda a lo que sientes si no lo haces mala suerte,"('es', 0.8712384700775146)",es,0.8712384700775146
2666,SwaggyEggo aaahhh No fue la misma preegunta entonces No me acuerdo de haber visto SanAntonio en las alternativas,"('es', 0.9968040585517883)",es,0.9968040585517883
2668,jessicasaucedaHL HAHAHAHAHA no soy falso,"('es', 0.5649036765098572)",es,0.5649036765098572
2675,Yo aguanto pero cuando exploto es lo peor… te importe o no,"('es', 0.9837129712104797)",es,0.9837129712104797
2691,ViernesDeGanarSeguidores pondre mi avatar de vin disel para q todos me den follow  hahaha,"('es', 0.8233641386032104)",es,0.8233641386032104
2697,jonathanj asi me gusta  Gente positiva y no esos que se amargan por todo   me caes bien chico  ,"('es', 0.9611203670501709)",es,0.9611203670501709
2708,Bueno solo queria decirte q te extraño muchísimo y q nada es lo mismo y la única forma en q puedo dormir en paz es sedado x alcohol,"('es', 0.9825433492660522)",es,0.9825433492660522
2730,PLC es una tecnología que permite acceder a internet y crear una red en casa a una velocidad de hasta  HBPS a través de los cables de la,"('es', 0.9770650267601013)",es,0.9770650267601013
2737,Buenas noches y hasta mañana a tods mis followers  que descanseis bien TwitterOff,"('es', 0.9023597240447998)",es,0.9023597240447998
2744,Me esta quedando rarísima la peluca Espero no hacer demasiado el ridículo,"('es', 0.9916459321975708)",es,0.9916459321975708
2759,alvaroreinadj Alvaro eres malo No has visto nuestra foto  ¡Pues miraaaa httptcoHjcUWGPnQ,"('es', 0.7662186622619629)",es,0.7662186622619629
2795,Prefiero perder un amor que mi orgullo por el amor va y viene y orgullo muy dificil recuperarlo,"('es', 0.9554225206375122)",es,0.9554225206375122
2826,Ya tengo casi todo del viaje,"('es', 0.9652546644210815)",es,0.9652546644210815
2860,Rosisays En Twitter parecen las  de la tarde,"('es', 0.805358350276947)",es,0.805358350276947
2871,Que ganas de tener coche para usar los regalitos de mi vida Albaaa  te echó de menossss,"('es', 0.9483630061149597)",es,0.9483630061149597
2879,patrimartin pero sí siempre te estoy diciendo cosas de esas jajajajajajaja,"('es', 0.8363737463951111)",es,0.8363737463951111
2891,Fiestas familiares significan aguantar cientos de veces tus parientes diciendo ¡qué alta éstas,"('es', 0.91303551197052)",es,0.91303551197052
2903,Si tu quieres caminamos por la vida nos curamos las heridas y nos bebemos el dolor,"('es', 0.9780675768852234)",es,0.9780675768852234
2914,monicaTM Mis buenas noches van para la guapa de blg qe te voy a echar muchoo de menoos vuelve prontoooooo tequierooooo y yoooo,"('es', 0.9506983160972595)",es,0.9506983160972595
2916,JuanIbarrola no me sale nada,"('es', 0.9753307700157166)",es,0.9753307700157166
2917,amp mañana are los planes porque ya hoy,"('es', 0.9652255773544312)",es,0.9652255773544312
2925,cristinapv muchas gracias asquerosa Un beso,"('es', 0.8899999260902405)",es,0.8899999260902405
2946,LuuciUrquizo luciana belen urquizo T  Me tenes que tener miedo ,"('es', 0.7524327635765076)",es,0.7524327635765076
2949,La tontita de SeleniaGarrcia aparte de no callarse a cabtado todas las canciones de   y a limpiao el pasillo,"('es', 0.969238817691803)",es,0.969238817691803
2966,Temp °C Viento kmh WNW Hum  Sensación ºC Presión hpa Rising slowly Lluvia Hoy mm,"('es', 0.8646711111068726)",es,0.8646711111068726
3013,Tendré mala memoria pero recuerdo quien me ha fallado y quien ha estado siempre aquí,"('es', 0.9196256399154663)",es,0.9196256399154663
3020,bethanyjw christiantama HAVE A GOOD TIMEEEEE X,"('es', 0.6071679592132568)",es,0.6071679592132568
3022,Hola Veracruz ,"('es', 0.7214866876602173)",es,0.7214866876602173
3025,pistachoconsobrasada en buena compañía   Cosas de Malú pic httptcoIpKqVGGVC,"('es', 0.8250458836555481)",es,0.8250458836555481
3031,Ai que demora,"('es', 0.6558446884155273)",es,0.6558446884155273
3060,citlallizarate porfa llévame contigo me siento sola en este infierno ,"('es', 0.8404955863952637)",es,0.8404955863952637
3069,ADiazH Mañana se sale ,"('es', 0.8943666219711304)",es,0.8943666219711304
3080,A empezar la vida loca,"('es', 0.7058700919151306)",es,0.7058700919151306
3100,Yo demuestro más amor picando a la gente que diciendo cosas bonitas,"('es', 0.9365090131759644)",es,0.9365090131759644
3101,Mi internet se apaga y se enciende segun le sale de la polla,"('es', 0.7492620944976807)",es,0.7492620944976807
3109,Carla si ves esto te envio todo mi apoyo moral este año te toca mechoneo intenso jajajajja,"('es', 0.9615039229393005)",es,0.9615039229393005
3131,No dejes de sonreír nunca sabes cuando puedo enamorarme mas de tu sonrisa,"('es', 0.9669623970985413)",es,0.9669623970985413
3139,Tomandola con robertojodar httptcoBEnWMXc,"('es', 0.6220734715461731)",es,0.6220734715461731
3153,Quericoes el sexono importala edadde la combatiente hay viejasmuy ricas que te dejan locos,"('es', 0.8931816220283508)",es,0.8931816220283508
3158,Con un chingo de hambre para que algo me importe,"('es', 0.8491060137748718)",es,0.8491060137748718
3207,Empesamoss la mañana con humor pero no aqui no hay dios que se levante putaputaputaputa,"('es', 0.8383559584617615)",es,0.8383559584617615
3209,Esa dupla Alex Blanco y Jose Pablo Coello es un exito CentralFOXnor,"('es', 0.9406426548957825)",es,0.9406426548957825
3222,Sueño,"('es', 0.7242085933685303)",es,0.7242085933685303
3246,Desayuno de campeones   Jugo Lunch httptcodSmYaJN,"('es', 0.8162845373153687)",es,0.8162845373153687
3251,“VMotelBoutique El amor debe de festejarse y hacerse todos los días no sólo el  de Febrero”,"('es', 0.9132676720619202)",es,0.9132676720619202
3259,Pepa es una ternura ,"('es', 0.9213422536849976)",es,0.9213422536849976
3271,MADURO AL DESCUBIERTO Estos son los últimos RUNRUNES de Nelson Bocaranda  httptcoryxZUqPoQ vía DolarToday,"('es', 0.8609248995780945)",es,0.8609248995780945
3309,Se atrazo el colectivo una horitannada mas chee,"('es', 0.838337242603302)",es,0.838337242603302
3318,Bueno Joseeap cumple lo que dijistes y empieza a retwitear xd,"('es', 0.8404367566108704)",es,0.8404367566108704
3320,Que para ser un hombre perfecto basta con ser distinto al resto,"('es', 0.7634590268135071)",es,0.7634590268135071
3329,AleLuzardo para verme,"('es', 0.6065734028816223)",es,0.6065734028816223
3344,Que rapido se pasó todo esto no quiero volveeeeer,"('es', 0.9291736483573914)",es,0.9291736483573914
3361,Hoy como cada sábado una nueva edición de SubwayRadioshow los espero a partir de las  PM COL solo por httptcowyqdRXCWf,"('es', 0.9905231595039368)",es,0.9905231595039368
3362,Nossa calem a boca por favor,"('es', 0.6989452242851257)",es,0.6989452242851257
3365,Te Extraño mucho Omar  Como me haces falta DTB Hace dos semanas te nos fuiste y aún no lo creo que ya no estés aquí con nosotros ,"('es', 0.9477685689926147)",es,0.9477685689926147
3371,Me vuelvo a levantar temprano   Super Fitness Damas httptcoixfRvFdL,"('es', 0.7295078039169312)",es,0.7295078039169312
3389,Buen miércoles con olor a lunes buuu,"('es', 0.6580345034599304)",es,0.6580345034599304
3391,Diego Costa cerdooooooputo paketeeeeee fuera de la selección ya,"('es', 0.9554866552352905)",es,0.9554866552352905
3404,antoortizz hasta mañana amigaa  te quieroo q desscanses,"('es', 0.8308705687522888)",es,0.8308705687522888
3416,Para mi hoy es el día internacional de tengo un chingo de trabajo,"('es', 0.9813557863235474)",es,0.9813557863235474
3431,anitacobos Que sutil con el comentarioque profesional estas hechajejeje Gran partido si,"('es', 0.8993859887123108)",es,0.8993859887123108
3456,anitaavila ay yo quería que ganaras te sigo desde  cuentas y ni eso sirvió,"('es', 0.9628559947013855)",es,0.9628559947013855
3462,“EEUU responde a NicolasMaduro Intentamos animar a un diálogo significativo entre el gobierno y su gente  httptcoGPOlbMlgP”,"('es', 0.7778589129447937)",es,0.7778589129447937
3563,Cualquier momento del día es bueno para The Killers,"('es', 0.9527695178985596)",es,0.9527695178985596
3588,Soy lo menos mujer en cuanto a puteadas,"('es', 0.9727526903152466)",es,0.9727526903152466
3605,Hoy me desahogue asiendo una carta poniendo todo mi dolor q tengo ,"('es', 0.9209210872650146)",es,0.9209210872650146
3612,Hermoso el cambio de Carlitos GAGA Bianchi de sacar a pocho Erbes y poner un defensor como es el chiqui Pérez NoTeLaPuedoBelieve,"('es', 0.9680496454238892)",es,0.9680496454238892
3621,Vamos a por el viernes haber que tal se nos da,"('es', 0.8741702437400818)",es,0.8741702437400818
3634,Pensandolo bien creo q tengo mucha mucha muchisima paciencia ,"('es', 0.9669830799102783)",es,0.9669830799102783
3641,Programa de proteccion para princesas shoro,"('es', 0.938120424747467)",es,0.938120424747467
3650,Para subir al cielo se necesita una escalera grande y otra chiquitanescalier sky  Universidad De… httptcorfmdwOxkz,"('es', 0.7963038682937622)",es,0.7963038682937622
3652,Ojalá los restos encontrados en la escombrera de Camas sean de MartadelCastillo y su familia pueda poner fin a esta pesadilla y enterrarla,"('es', 0.9542381763458252)",es,0.9542381763458252
3660,Pinche foto más fea,"('es', 0.9290998578071594)",es,0.9290998578071594
3683,eldeforma OmarVV y los del Madrid solo pueden celebrar cosas tontas como estas ya que últimamente no ganan nada  algo ahí que celebrar,"('es', 0.9941393136978149)",es,0.9941393136978149
3729,Se ha ido una mente maravillosa cuanta imaginación  cuanto talento QEPD el hombre de los tiempos de cólera,"('es', 0.9788920283317566)",es,0.9788920283317566
3737,“ElSaborDelCafe Gracias a sus propiedades antioxidantes el café permite dar mayor resistencia a la parte ósea del cuerpo” Jolusaur,"('es', 0.8708810806274414)",es,0.8708810806274414
3748,Quitenme el trauma a ver si pueden httptcodDuWid,"('es', 0.9376162886619568)",es,0.9376162886619568
